"chr" "start" "end" "length" "nCG" "meanMethy1" "meanMethy2" "diff.Methy" "areaStat"
"chr19" 41790553 41790702 150 15 0.0437509864399582 0.00263626972174688 0.0411147167182113 52.593114614743
"chr19" 56712076 56712168 93 21 0.00499984729327802 0.0420235412903843 -0.0370236939971063 -52.5685921581857
"chr19" 41575813 41576021 209 20 0.0627067762973183 0.0017853333990646 0.0609214428982537 52.5414146794806
"chr19" 24038214 24038389 176 17 0.0617114425516771 0.00184019312322572 0.0598712494284513 52.0266701420605
"chr19" 19574138 19574318 181 17 0.0337631949745901 0.00097054529904871 0.0327926496755414 52.000484398516
"chr19" 51538361 51538448 88 18 0.0505447041283626 0.00221344830463708 0.0483312558237255 51.9839430144751
"chr19" 61187985 61188108 124 14 0.0113341336230804 0.0482175464376363 -0.0368834128145559 -51.9778378283436
"chr19" 53014600 53014757 158 18 0.0753175906864311 0.00188062195447673 0.0734369687319544 51.8353310813034
"chr19" 4949002 4949296 295 15 0.127148035108207 0.00248721253111117 0.124660822577096 51.7820045161397
"chr19" 22959908 22960064 157 16 0.122192647303669 0.00231632723105692 0.119876320072612 51.697944502899
"chr19" 47497950 47498076 127 18 0.056786164747683 0.00173570278854003 0.0550504619591429 51.6944570606455
"chr19" 33480081 33480196 116 14 0.0441559646104418 0.00145786597697286 0.042698098633469 51.6396636933842
"chr19" 8936217 8936491 275 17 0.0939613394044148 0.00230312191142326 0.0916582174929915 51.5919315530237
"chr19" 4247798 4247960 163 18 0.104594225270543 0.00393829277640592 0.100655932494137 51.5777355624587
"chr19" 53339768 53339946 179 15 0.0848766011098607 0.00266611944395641 0.0822104816659043 51.5579334739006
"chr19" 45517481 45517574 94 17 0.073925910186041 0.00192703089291746 0.0719988792931235 51.5253821922267
"chr19" 10192206 10192611 406 18 0.134083280836388 0.00282285064140191 0.131260430194986 51.4614985932023
"chr19" 55806388 55806464 77 16 0.0606550931369186 0.00185030384737964 0.0588047892895389 51.4087793977498
"chr19" 8475722 8475848 127 18 0.0291529845228561 0.00185875558898324 0.0272942289338729 51.3229542485583
"chr19" 6832111 6832250 140 19 0.0533441849596115 0.00210020298768077 0.0512439819719307 51.1318816347467
"chr19" 8744132 8744366 235 17 0.0888846778551491 0.00213918149655423 0.0867454963585949 51.1273189002664
"chr19" 52988640 52988781 142 17 0.0486197053715837 0.00184725398748006 0.0467724513841037 51.0970514294156
"chr19" 8505994 8506059 66 13 0.0366270787863358 0.00618803297407138 0.0304390458122645 51.0863801291964
"chr19" 12969091 12969344 254 17 0.030647410544355 0.00217712413901039 0.0284702864053446 51.0792182600882
"chr19" 53426390 53426507 118 16 0.110601973004975 0.00202006815182745 0.108581904853148 51.0458509303207
"chr19" 59413849 59414218 370 18 0.105342921473244 0.00283717043752987 0.102505751035714 51.0216794687047
"chr19" 10047516 10047761 246 16 0.122963779952485 0.00206352352755856 0.120900256424926 50.9764583130496
"chr19" 12349136 12349321 186 11 0.0448289716577552 0.00240906065867176 0.0424199109990834 50.9529530136659
"chr19" 55496247 55496431 185 17 0.0624291510619756 0.0014862912180844 0.0609428598438912 50.9332269783986
"chr19" 7398790 7398894 105 17 0.0543023999023787 0.00241607965933463 0.0518863202430441 50.8050586013233
"chr19" 47243339 47243438 100 17 0.0421724483358604 0.172452784857188 -0.130280336521328 -50.705344995453
"chr19" 57200065 57200282 218 18 0.0761788586173123 0.00227507953881595 0.0739037790784964 50.6139642289926
"chr19" 5725362 5725581 220 19 0.0763923662393723 0.00197923398101213 0.0744131322583602 50.549011629772
"chr19" 5698837 5698959 123 19 0.0482590225383699 0.00170790089777368 0.0465511216405962 50.3437470909114
"chr19" 56965477 56965727 251 18 0.0896590644590247 0.00250087613740637 0.0871581883216183 50.3360421374737
"chr19" 59456490 59456594 105 21 0.0659751723160618 0.00381715086438273 0.062158021451679 50.2885164852323
"chr19" 44227068 44227248 181 13 0.0697442198683594 0.00166298457644165 0.0680812352919177 50.0545920645169
"chr19" 44415761 44415940 180 15 0.0349902937941624 0.00435844598309386 0.0306318478110685 49.9769281490747
"chr19" 4781978 4782099 122 19 0.0494577992256706 0.00240916711611398 0.0470486321095566 49.9668570749112
"chr19" 29577295 29577537 243 17 0.0914387804866266 0.00138839011013351 0.0900503903764931 49.778073245146
"chr19" 54179615 54179802 188 16 0.00432355312755429 0.170050637949467 -0.165727084821913 -49.7381468345569
"chr19" 22442286 22442455 170 13 0.0371444123752385 0.000949228799987064 0.0361951835752514 49.5436193922257
"chr19" 33689905 33690047 143 16 0.0375001322935916 0.00143126947212602 0.0360688628214656 49.4373901081333
"chr19" 29913620 29913797 178 15 0.0833166746337025 0.00530521382981427 0.0780114608038882 49.3396710486753
"chr19" 47886041 47886179 139 17 0.0619699687088534 0.00287162955288485 0.0590983391559686 49.134130934409
"chr19" 4782566 4782737 172 18 0.0529390797789024 0.00165960154975961 0.0512794782291427 49.1219747181197
"chr19" 34589126 34589402 277 17 0.0795180364522561 0.0015930534445572 0.0779249830076989 49.0247884458074
"chr19" 22705151 22705246 96 13 0.0286335420290155 0.0023183504379349 0.0263151915910806 48.9284901264
"chr19" 36622265 36622446 182 18 0.0022015801057102 0.0666748560729564 -0.0644732759672462 -48.799553999972
"chr19" 10395227 10395387 161 16 0.119843134883413 0.00182369839285732 0.118019436490555 48.797864491746
"chr19" 27577793 27578092 300 17 0.0991297697655656 0.00399998546862095 0.0951297842969447 48.7543166283029
"chr19" 55534532 55534722 191 15 0.0788268086508525 0.00189434286421064 0.0769324657866418 48.6175355698133
"chr19" 44423821 44423929 109 13 0.0908312158959094 0.00183813207284947 0.0889930838230599 48.5252245584166
"chr19" 13877198 13877254 57 11 0.0299988146696562 0.00415297215699722 0.0258458425126589 48.4263759401427
"chr19" 27680542 27680683 142 15 0.0277161489202575 0.000819397096722493 0.026896751823535 48.3960809154922
"chr19" 5979548 5979836 289 14 0.138536615597697 0.00180972286497527 0.136726892732722 48.3689502644985
"chr19" 44005009 44005207 199 13 0.0619991439857658 0.00188839785033916 0.0601107461354267 48.3575027341126
"chr19" 4203264 4203430 167 18 0.0551807395234834 0.00247146793780463 0.0527092715856787 48.3228713934286
"chr19" 42419572 42419697 126 16 0.0606143887305216 0.00313286942513868 0.057481519305383 48.1926621954021
"chr19" 38709437 38709534 98 18 0.0756599795805747 0.00158515354221368 0.074074826038361 48.1030669913387
"chr19" 47941628 47941898 271 17 0.083070110716439 0.00150260075821225 0.0815675099582268 47.9361671736312
"chr19" 43374754 43374918 165 19 0.0325692808597047 0.00179188218502933 0.0307773986746753 47.6391710699062
"chr19" 40394435 40394697 263 17 0.0765356701791974 0.00179882582733167 0.0747368443518658 47.6110746476117
"chr19" 5812968 5813097 130 17 0.0549660671734737 0.00170268373674745 0.0532633834367263 47.5240414765816
"chr19" 42345904 42346012 109 18 0.0465542146076729 0.00135693708307036 0.0451972775246026 47.4897166022244
"chr19" 37843490 37843638 149 16 0.0860548286143613 0.00197968897616927 0.084075139638192 47.4606723398982
"chr19" 27476897 27477088 192 13 0.0485185295940785 0.00128641429695052 0.047232115297128 47.4252387474262
"chr19" 24207534 24207700 167 12 0.0407944186440492 0.000905073456129809 0.0398893451879194 47.3332844019712
"chr19" 5653218 5653421 204 15 0.0938531427928661 0.00199475662632117 0.0918583861665449 47.2379869213028
"chr19" 60013196 60013323 128 21 0.0354814071103753 0.0168545763246446 0.0186268307857307 47.0628142900989
"chr19" 45017549 45017668 120 16 0.0658244498655753 0.00268696238921168 0.0631374874763636 46.8164812877003
"chr19" 39952526 39952696 171 21 0.0254893556185751 0.00146012014525547 0.0240292354733196 46.8073633223452
"chr19" 6817000 6817097 98 15 0.0394347225713179 0.00226678094143723 0.0371679416298807 46.7616075414008
"chr19" 32890642 32890766 125 15 0.0595319991178309 0.00128180366809051 0.0582501954497403 46.7417804975211
"chr19" 40945826 40945941 116 15 0.0434434992699999 0.00139055963095891 0.042052939639041 46.6404317186944
"chr19" 6505058 6505166 109 17 0.0419909009305214 0.00184788703716621 0.0401430138933551 46.4669830980281
"chr19" 41172620 41172963 344 16 0.100581944535247 0.00273933562966505 0.0978426089055815 46.4445545747396
"chr19" 37509476 37509712 237 17 0.0626349687575335 0.00206280347214189 0.0605721652853916 46.2430709108903
"chr19" 54983478 54983606 129 13 0.0433336115415988 0.00134949409484412 0.0419841174467547 46.1455556792086
"chr19" 19218892 19219027 136 13 0.0321827280415914 0.00291254486389317 0.0292701831776982 46.0183675369062
"chr19" 29830027 29830108 82 17 0.0243520421603146 0.001120655452493 0.0232313867078216 46.0126097412998
"chr19" 21032754 21032985 232 12 0.0414110778745153 0.00114094443940712 0.0402701334351082 45.9172603282601
"chr19" 40291669 40291830 162 13 0.0741700493857361 0.00231929431360904 0.0718507550721271 45.8889318643878
"chr19" 6177721 6177866 146 14 0.00819531178445657 0.136693400231756 -0.1284980884473 -45.869744459281
"chr19" 32857885 32858030 146 15 0.138845946401985 0.0202622623241659 0.118583684077819 45.8211256658532
"chr19" 32858521 32858739 219 15 0.137291958478428 0.00279579794769425 0.134496160530734 45.7487525792486
"chr19" 23100530 23100695 166 14 0.159775317631581 0.00240657259426706 0.157368745037314 45.7286577148593
"chr19" 4852736 4852903 168 14 0.022378074798542 0.20267246859411 -0.180294393795568 -45.6818380482019
"chr19" 47813940 47814175 236 12 0.142187860173744 0.00189279779304401 0.1402950623807 45.6786288718545
"chr19" 21195896 21196017 122 15 0.0391186304778157 0.00873298961040527 0.0303856408674104 45.5693894119598
"chr19" 53154703 53154872 170 16 0.0734410846566015 0.00351475865936328 0.0699263259972383 45.5683262743623
"chr19" 55418113 55418371 259 17 0.0727503241381563 0.00208207477668475 0.0706682493614716 45.4593100276061
"chr19" 53017813 53018020 208 16 0.0944210702917483 0.00182225756041668 0.0925988127313317 45.457980357561
"chr19" 8930937 8931099 163 18 0.00225838948769653 0.0455045868408902 -0.0432461973531936 -45.4446659541028
"chr19" 7081501 7081576 76 11 0.0037546746525736 0.123396230216601 -0.119641555564027 -45.3152960214403
"chr19" 6057980 6058129 150 15 0.0553745064670896 0.00582602272370901 0.0495484837433805 45.1516229460975
"chr19" 60849784 60849877 94 16 0.0424896095118326 0.00243737752604291 0.0400522319857897 44.9484466354624
"chr19" 5704791 5704846 56 18 0.0432815751618547 0.0117135924474853 0.0315679827143694 44.9426516996379
"chr19" 21830925 21830976 52 13 0.0801554206560011 0.00143964537881987 0.0787157752771812 44.8080137848846
"chr19" 33263845 33263941 97 15 0.0334952774801771 0.00686253399085477 0.0266327434893224 44.7285370457896
"chr19" 40990787 40990837 51 16 0.0367992062826662 0.00464912104923911 0.0321500852334271 44.7229094740061
"chr19" 13902729 13902879 151 17 0.0353806260813689 0.00904548855884865 0.0263351375225203 44.7132523316307
"chr19" 59407668 59407909 242 14 0.157457858487651 0.00205695675966106 0.15540090172799 44.6509612445543
"chr19" 29666631 29666726 96 21 0.0201222857656953 0.00367423516651171 0.0164480505991835 44.5363802472937
"chr19" 47261867 47261951 85 12 0.0820208495218681 0.00227495927077693 0.0797458902510911 44.5258226505819
"chr19" 25588768 25588885 118 14 0.0523518107472118 0.00346330915853864 0.0488885015886732 44.3832346719354
"chr19" 53504844 53505244 401 14 0.145152509592032 0.00141955076162482 0.143732958830407 44.3628178384205
"chr19" 40677222 40677348 127 15 0.0937537480420721 0.00208870669689071 0.0916650413451814 44.26653124798
"chr19" 33707437 33707529 93 16 0.0283383385202914 0.00890335043564733 0.019434988084644 44.1185545929865
"chr19" 25549763 25549969 207 17 0.0570337332465091 0.00165722220530053 0.0553765110412086 44.1160734825639
"chr19" 42724361 42724458 98 17 0.0673587023353317 0.0110442500630307 0.056314452272301 44.0570968038194
"chr19" 10872688 10872739 52 17 0.0136124770068683 0.0643369783984593 -0.050724501391591 -43.9874429229241
"chr19" 46866472 46866619 148 15 0.0670150137950055 0.00298148234353154 0.064033531451474 43.9643919415432
"chr19" 38122378 38122581 204 14 0.0860892010021588 0.00163638980979938 0.0844528111923594 43.9265852660608
"chr19" 10248899 10248987 89 17 0.0526967257873586 0.00142092233178261 0.051275803455576 43.7541001303883
"chr19" 41583594 41583842 249 14 0.0968333960827911 0.0026275582628045 0.0942058378199866 43.7045563491361
"chr19" 16903004 16903098 95 14 0.0470503476227729 0.0105144756431719 0.036535871979601 43.6275597764067
"chr19" 41731471 41731632 162 18 0.00949243251335764 0.0486405357573075 -0.0391481032439499 -43.5787341390491
"chr19" 55877386 55877463 78 11 0.0751703806236544 0.00158979874378758 0.0735805818798668 43.5031553717264
"chr19" 47886231 47886365 135 15 0.0591196947796374 0.00279652680070965 0.0563231679789277 43.3870706244264
"chr19" 7820464 7820633 170 19 0.0258496710387049 0.0035373198666838 0.0223123511720211 43.3349560170674
"chr19" 25158991 25159160 170 13 0.0934883120821978 0.00250466682147332 0.0909836452607245 43.2946379872451
"chr19" 21033059 21033211 153 9 0.0422007680209341 0.000967603669750377 0.0412331643511838 43.0051526760133
"chr19" 44320835 44321075 241 15 0.10858009760711 0.00361225172687128 0.104967845880239 43.0046913705698
"chr19" 32463968 32464102 135 16 0.0746503311719259 0.0131342782416157 0.0615160529303102 42.7909473004585
"chr19" 15240128 15240244 117 13 0.0251714162617392 0.00617515790278012 0.018996258358959 42.7013263344067
"chr19" 44454877 44455107 231 14 0.0445505736723444 0.00148334875220039 0.043067224920144 42.6919244962708
"chr19" 61188262 61188379 118 12 0.00609177217522668 0.0405920919751847 -0.034500319799958 -42.6417329131063
"chr19" 10114342 10114517 176 14 0.095147239469194 0.00144460375004226 0.0937026357191517 42.5587727074976
"chr19" 33063128 33063210 83 13 0.042157530257807 0.00366806973693461 0.0384894605208724 42.517859455527
"chr19" 55609667 55609891 225 13 0.102869839682261 0.00315920785920694 0.0997106318230539 42.4763705216822
"chr19" 38799786 38799994 209 14 0.125636395964385 0.00171192614542413 0.123924469818961 42.3649039499115
"chr19" 41284990 41285127 138 12 0.0542007145797901 0.00173325303062977 0.0524674615491603 42.3170109800331
"chr19" 6371007 6371135 129 14 0.108588334572106 0.00550957057974743 0.103078763992359 42.2785060601482
"chr19" 41696470 41696624 155 15 0.0538453562056277 0.00172697740735836 0.0521183787982693 42.2361700307787
"chr19" 46519745 46519945 201 11 0.00259739725075992 0.157740661981319 -0.15514326473056 -42.2316048237846
"chr19" 56526376 56526539 164 14 0.0675181680126472 0.00159410173072667 0.0659240662819205 42.2002715796852
"chr19" 57456718 57456946 229 15 0.0810830113702879 0.0013809062364317 0.0797021051338562 42.1943557413743
"chr19" 40508076 40508359 284 14 0.123967759539036 0.00231886191346405 0.121648897625572 42.1608714420502
"chr19" 10704912 10705050 139 14 0.121067403100516 0.00263883970123848 0.118428563399278 42.0276768218382
"chr19" 35054361 35054538 178 15 0.0337271817450484 0.0105746557609811 0.0231525259840673 42.0266599116604
"chr19" 18335355 18335487 133 16 0.0271325854061024 0.00661266080935566 0.0205199245967467 41.8848682017434
"chr19" 6540065 6540204 140 17 0.0424498623936932 0.00265833149024104 0.0397915309034521 41.8161385457444
"chr19" 39401221 39401376 156 12 0.0452309302336168 0.00186115416206104 0.0433697760715557 41.6778537928102
"chr19" 40423748 40423996 249 14 0.104552771879178 0.00217129703778027 0.102381474841398 41.603064303623
"chr19" 6976946 6977078 133 13 0.0645212999502356 0.00198821802254942 0.0625330819276862 41.6026023412717
"chr19" 43788068 43788224 157 13 0.0845956682984147 0.00204060035083541 0.0825550679475793 41.470084105432
"chr19" 47445921 47446061 141 12 0.00782648165073232 0.112682601822177 -0.104856120171445 -41.4228159585394
"chr19" 56852370 56852429 60 15 0.0693959828101038 0.00280203089768757 0.0665939519124162 41.4006467192814
"chr19" 56192283 56192394 112 12 0.0602414634119042 0.00201652531035463 0.0582249381015496 41.2227811581616
"chr19" 23917590 23917746 157 12 0.0042017638591889 0.206779256846724 -0.202577492987535 -41.1791195531678
"chr19" 25149961 25150207 247 12 0.0936728422690419 0.0027176615803741 0.0909551806886677 41.0825089681456
"chr19" 53286063 53286152 90 13 0.0504696533860425 0.00252205987118791 0.0479475935148546 41.0346081828397
"chr19" 6976770 6976873 104 15 0.0669857943646386 0.00178437466902222 0.0652014196956164 40.9656193872722
"chr19" 57859547 57859622 76 15 0.0523031940020559 0.00181163839033478 0.0504915556117212 40.949967706823
"chr19" 5620396 5620513 118 12 0.0651248979704847 0.00173660897068143 0.0633882889998033 40.9118530557541
"chr19" 56831518 56831686 169 14 0.0815210631901017 0.00282140654207047 0.0786996566480312 40.7418435031401
"chr19" 5716318 5716446 129 15 0.0352185499627602 0.00180119290570657 0.0334173570570536 40.7168413306417
"chr19" 41284714 41284826 113 15 0.0717189203291531 0.00174489795478967 0.0699740223743634 40.7070017410738
"chr19" 37255146 37255258 113 15 0.0607235081919939 0.00253639696401916 0.0581871112279747 40.6876670654862
"chr19" 38391091 38391229 139 14 0.00988035319948873 0.110954934559947 -0.101074581360458 -40.6826918924921
"chr19" 12550689 12550769 81 14 0.00248675146734891 0.156427454857243 -0.153940703389894 -40.6600117039405
"chr19" 27400026 27400144 119 14 0.0642880003213932 0.0028795136319235 0.0614084866894697 40.537241101613
"chr19" 47580194 47580335 142 14 0.0266691610990293 0.00313859863386615 0.0235305624651632 40.5313242403857
"chr19" 37258341 37258691 351 15 0.101534806072912 0.00129036095637927 0.100244445116533 40.5131316206752
"chr19" 46317296 46317354 59 17 0.00755911279545851 0.0323852913926216 -0.0248261785971631 -40.3157188659242
"chr19" 45730216 45730326 111 15 0.0323370627300696 0.00302804651804563 0.029309016212024 40.2310109890217
"chr19" 57628415 57628591 177 15 0.0702644318444256 0.00163837970129362 0.068626052143132 40.2257496369395
"chr19" 57528725 57528801 77 13 0.085127092246391 0.00158405479650889 0.0835430374498821 40.1520373324556
"chr19" 15574224 15574327 104 15 0.029184491243908 0.000831497824923352 0.0283529934189847 39.9753382259055
"chr19" 6902410 6902478 69 15 0.00756708314783812 0.0538092456338813 -0.0462421624860432 -39.9507405329535
"chr19" 55055467 55055564 98 17 0.0995378565717709 0.0187423963012576 0.0807954602705133 39.8753856273081
"chr19" 44602983 44603112 130 15 0.0510159428093829 0.0014418249159297 0.0495741178934532 39.8539133971803
"chr19" 29299549 29299731 183 15 0.00741192553801463 0.0672927017354986 -0.059880776197484 -39.6644135738509
"chr19" 54111263 54111423 161 10 0.204827520661246 0.00144164298686113 0.203385877674385 39.4378002918362
"chr19" 37340467 37340555 89 15 0.0547220556124773 0.0105737838534903 0.044148271758987 39.2515587065827
"chr19" 47719680 47719759 80 16 0.0321845848390062 0.00288462607357093 0.0292999587654352 39.2433648631752
"chr19" 29026314 29026435 122 12 0.068815283717074 0.00165250797849432 0.0671627757385796 39.2057137756619
"chr19" 22731629 22731715 87 14 0.0848794842565763 0.00174210873267271 0.0831373755239036 39.1601588985217
"chr19" 45598166 45598311 146 12 0.0162120641676206 0.178094266343931 -0.16188220217631 -39.1379443964955
"chr19" 37000594 37000676 83 12 0.10165816411672 0.00159444944731216 0.100063714669407 39.1156533697352
"chr19" 6457126 6457240 115 11 0.0887824316472293 0.00182432636991155 0.0869581052773178 38.9553822993139
"chr19" 37573741 37573846 106 15 0.0501460396910175 0.00157472079172024 0.0485713188992973 38.9481235788598
"chr19" 32188274 32188366 93 14 0.0317583461104506 0.00230201928620071 0.0294563268242498 38.8748273536636
"chr19" 7073138 7073287 150 14 0.0524227837716017 0.00258641430958832 0.0498363694620134 38.7497039756091
"chr19" 41085324 41085496 173 13 0.102797735532996 0.00299820239153516 0.099799533141461 38.5626394627139
"chr19" 55669253 55669450 198 12 0.0598628068956937 0.0016234053242487 0.058239401571445 38.5262905845001
"chr19" 26102901 26102982 82 14 0.023549906663625 0.00588029839190881 0.0176696082717161 38.4776492020052
"chr19" 56093930 56094074 145 15 0.0535745125430895 0.00210387745648818 0.0514706350866013 38.4662826119435
"chr19" 21768642 21768969 328 12 0.0568024625609733 0.0096885701972806 0.0471138923636927 38.4208025105795
"chr19" 5541317 5541411 95 15 0.00200595901017165 0.0324968721317419 -0.0304909131215702 -38.0991837612976
"chr19" 29278275 29278375 101 12 0.0804002636222306 0.00134738952822225 0.0790528740940083 38.0843691879819
"chr19" 37635074 37635399 326 12 0.133865679706804 0.00201297085179972 0.131852708855004 37.9897506114562
"chr19" 57706994 57707145 152 14 0.09238684547113 0.00180746224147884 0.0905793832296511 37.9653367031221
"chr19" 44388640 44388768 129 15 0.0397987350337704 0.00191165485781281 0.0378870801759576 37.8630671747605
"chr19" 6002813 6002940 128 15 0.0505000104193268 0.00281398437299966 0.0476860260463272 37.6946326889012
"chr19" 46503983 46504157 175 16 0.0466803484483244 0.00179612981231016 0.0448842186360143 37.6690141891319
"chr19" 15446922 15447135 214 13 0.0903837462821029 0.00204796060943554 0.0883357856726674 37.6081973301782
"chr19" 26875110 26875204 95 14 0.0290681767272156 0.00391536146680099 0.0251528152604146 37.5504326165256
"chr19" 47886422 47886527 106 12 0.064341509617092 0.00262248437020489 0.0617190252468871 37.4926721116784
"chr19" 5717414 5717502 89 13 0.0522653315681934 0.00225901804540047 0.0500063135227929 37.4916956666788
"chr19" 44715027 44715195 169 14 0.0184367072570711 0.127884810454418 -0.109448103197347 -37.4435981500725
"chr19" 23461911 23462017 107 13 0.0304146002708836 0.000673137770587391 0.0297414625002962 37.3163089521381
"chr19" 34882822 34882990 169 11 0.134249059090868 0.00196386282311245 0.132285196267756 37.277952258562
"chr19" 6057823 6057901 79 14 0.0572597986260716 0.00837603617717179 0.0488837624488998 37.2765085424301
"chr19" 5007899 5008022 124 10 0.0355875508073475 0.0115833067396484 0.0240042440676991 37.2574483484185
"chr19" 53298711 53298853 143 14 0.0434882197870093 0.00430004430683578 0.0391881754801735 37.2149404102649
"chr19" 27399855 27399925 71 13 0.0607256800188388 0.00284035106271534 0.0578853289561234 37.1630121215238
"chr19" 36897128 36897393 266 13 0.0860906168394559 0.0019911512315034 0.0840994656079525 37.114951807815
"chr19" 21696087 21696278 192 14 0.0769425002074812 0.0026135101684689 0.0743289900390123 36.9025552595878
"chr19" 45052719 45052781 63 13 0.0974437855479624 0.00323443026521062 0.0942093552827518 36.8110470907704
"chr19" 44880106 44880246 141 13 0.0866452900504498 0.00253374269713118 0.0841115473533187 36.7423958138168
"chr19" 24107477 24107591 115 12 0.062437590625322 0.00229239330518808 0.0601451973201339 36.7151377011049
"chr19" 52682594 52682711 118 13 0.00302763465018964 0.119092566040394 -0.116064931390205 -36.6223962282752
"chr19" 6737672 6737798 127 10 0.240843885731115 0.00125853852782518 0.23958534720329 36.597722168589
"chr19" 5795494 5795605 112 15 0.0526532616644369 0.00239740167785273 0.0502558599865841 36.5270919850998
"chr19" 41785441 41785752 312 13 0.0863314050023737 0.00191333547842304 0.0844180695239506 36.5056657526788
"chr19" 53832088 53832219 132 13 0.0607428457880882 0.00215098801460996 0.0585918577734782 36.4447268139674
"chr19" 28914933 28915055 123 13 0.113722194366085 0.00179606297256041 0.111926131393524 36.3795584523637
"chr19" 24124613 24124737 125 10 0.0721711173326896 0.00876399591487117 0.0634071214178184 36.3482816096574
"chr19" 10894939 10895093 155 12 0.0213103017145119 0.217097991829135 -0.195787690114623 -36.3004996754424
"chr19" 6342784 6342898 115 15 0.0675367994271538 0.00221978745128163 0.0653170119758722 36.282498888139
"chr19" 49311257 49311395 139 10 0.0026119677643035 0.110648673497574 -0.108036705733271 -36.27309076921
"chr19" 6887012 6887092 81 17 0.00525083879590973 0.0256081329762183 -0.0203572941803086 -36.2213825941622
"chr19" 40484996 40485160 165 15 0.0758352910504363 0.00160713231497405 0.0742281587354622 36.197519549211
"chr19" 58834660 58834813 154 12 0.0346474638295643 0.00704160633689429 0.02760585749267 36.0242865365257
"chr19" 16649981 16650038 58 15 0.0236404766963421 0.00691619519565956 0.0167242815006825 36.0060923790478
"chr19" 53801900 53801995 96 15 0.0399351402152427 0.00263385435628249 0.0373012858589602 35.9907115743717
"chr19" 8638250 8638385 136 14 0.0670744936658817 0.00171551204673632 0.0653589816191454 35.9899960124943
"chr19" 56831751 56831824 74 10 0.0926855144607933 0.00303899731502858 0.0896465171457647 35.9251449044443
"chr19" 37340231 37340301 71 13 0.0290266370583004 0.00249207729042583 0.0265345597678746 35.8801727568266
"chr19" 55068767 55068858 92 12 0.0615897187943349 0.00190951478772832 0.0596802040066066 35.8699604704583
"chr19" 6030013 6030164 152 10 0.17019642375505 0.00231700855874951 0.1678794151963 35.8667118795944
"chr19" 30248920 30249008 89 9 0.030270424641039 0.00486421015091927 0.0254062144901198 35.8512526867502
"chr19" 45521049 45521170 122 11 0.0908219862584239 0.00192608194940356 0.0888959043090203 35.7737900158809
"chr19" 13997757 13997878 122 14 0.0250927522746623 0.00446323629942884 0.0206295159752335 35.6830608556405
"chr19" 33740030 33740157 128 10 0.0214152090654309 0.0543152543489048 -0.0329000452834739 -35.5155928067679
"chr19" 55827656 55827805 150 14 0.0766952780279648 0.00221587492430813 0.0744794031036567 35.4641795582124
"chr19" 45500688 45500824 137 10 0.115684269386253 0.00160542537525531 0.114078844010998 35.4236656700809
"chr19" 41285786 41285981 196 12 0.0563849327059747 0.00193941863023192 0.0544455140757428 35.3912312500596
"chr19" 6817245 6817336 92 12 0.065049759022592 0.00383735170410501 0.061212407318487 35.3823785974275
"chr19" 25165890 25166010 121 13 0.0590687043955201 0.00257920101050364 0.0564895033850165 35.2765862276849
"chr19" 43843906 43844023 118 15 0.0529982966677269 0.002467298640761 0.0505309980269659 35.2035366357498
"chr19" 26940166 26940265 100 10 0.244982813087676 0.00298565846073678 0.24199715462694 35.1367599879063
"chr19" 50164522 50164601 80 10 0.00222804207041761 0.341411003835485 -0.339182961765067 -35.1185929878453
"chr19" 56544888 56545151 264 11 0.12574056330059 0.00215450166845141 0.123586061632139 35.0921448373024
"chr19" 44681353 44681454 102 12 0.0509784201976791 0.00424663311602202 0.0467317870816571 35.0804697642115
"chr19" 56937524 56937716 193 11 0.11675419589246 0.00227526331202317 0.114478932580436 35.0446224434317
"chr19" 47516644 47516787 144 15 0.0747208288900648 0.0031903999318886 0.0715304289581762 35.0204973698977
"chr19" 3961041 3961210 170 8 0.0930469613061641 0.00143507631570807 0.0916118849904561 35.0118134359101
"chr19" 6796040 6796281 242 12 0.116496724245199 0.00165121931295477 0.114845504932245 34.9979651135905
"chr19" 43726966 43727074 109 11 0.0440945678661514 0.00993842861288174 0.0341561392532697 34.9927588332813
"chr19" 59212571 59212698 128 11 0.0211077166779347 0.00410319510773483 0.0170045215701999 34.989089264803
"chr19" 58902325 58902379 55 15 0.053285200918087 0.00178629443651118 0.0514989064815759 34.8667199978339
"chr19" 44663169 44663249 81 15 0.0346408542154627 0.00464994169034891 0.0299909125251138 34.866172722397
"chr19" 55882360 55882534 175 11 0.106058441518712 0.00212242358028386 0.103936017938428 34.8567703324024
"chr19" 41732007 41732087 81 11 0.0024499403045952 0.0538812269215547 -0.0514312866169595 -34.6025262210603
"chr19" 43997336 43997447 112 12 0.0538892024332817 0.00150197823096995 0.0523872242023117 34.5538301845098
"chr19" 27633616 27633676 61 11 0.0324193820594093 0.000609269571334485 0.0318101124880748 34.5052083554517
"chr19" 45492822 45492872 51 8 0.0732859702895253 0.0014101406094898 0.0718758296800355 34.460341841424
"chr19" 57189605 57189769 165 12 0.175087013102663 0.0265508996836678 0.148536113418995 34.4187579003767
"chr19" 18690665 18690726 62 11 0.00450343622367427 0.0561756484292696 -0.0516722122055953 -34.4054841404567
"chr19" 10834875 10835062 188 14 0.0577213927787808 0.0020749586582567 0.0556464341205241 34.3832132610064
"chr19" 29048560 29048651 92 11 0.0934357589606827 0.00344246117740174 0.089993297783281 34.3699477594482
"chr19" 27460924 27461085 162 11 0.0212610864314685 0.164643592206162 -0.143382505774693 -34.3630492573601
